"KARAKAYALI","VILLAGE","ADANA","CEYHAN","355","35.907577","37.111062"
"TATARLI","VILLAGE","ADANA","CEYHAN","896","36.054126","37.122721"
"YALAK","VILLAGE","ADANA","CEYHAN","401","35.930598","37.110173"
"SAĞKAYA","SUBDISTRICT","ADANA","CEYHAN","2385","35.691225","37.178457"
"AĞAÇLI","VILLAGE","ADANA","CEYHAN","136","35.894526","37.233408"
"AKDAM","VILLAGE","ADANA","CEYHAN","583","35.861059","37.236025"
"BAŞÖREN","VILLAGE","ADANA","CEYHAN","1836","35.601998","37.156032"
"CAMUZAĞILI","VILLAGE","ADANA","CEYHAN","728","35.807611","37.256113"
"ÇATALHÜYÜK","VILLAGE","ADANA","CEYHAN","370","35.8162","37.197629"
"DUMLU","VILLAGE","ADANA","CEYHAN","683","35.706437","37.149732"
"GÜMÜRDÜLÜ","VILLAGE","ADANA","CEYHAN","1930","35.666927","37.208057"
"ISIRGANLI","VILLAGE","ADANA","CEYHAN","551","35.66856","37.099969"
"İNCEYER","VILLAGE","ADANA","CEYHAN","196","35.864499","37.178827"
"KIVRIKLI","VILLAGE","ADANA","CEYHAN","811","35.722275","37.08161"
"SARIBAHÇE","VILLAGE","ADANA","CEYHAN","456","35.830784","37.189808"
"SOYSALLI","VILLAGE","ADANA","CEYHAN","1058","35.663171","37.143585"
"TATLIKUYU","VILLAGE","ADANA","CEYHAN","430","35.71194","37.118045"
"ÜÇDUT","VILLAGE","ADANA","CEYHAN","890","35.748014","37.249556"
"YEŞİLBAHÇE","VILLAGE","ADANA","CEYHAN","710","35.822654","37.169583"
"YEŞİLDAM","VILLAGE","ADANA","CEYHAN","588","35.877257","37.227218"
"FEKE","DISTRICT","ADANA","FEKE","4632","35.911718","37.81511"
"AKKAYA","VILLAGE","ADANA","FEKE","294","35.89515","37.765649"
"AKOLUK","VILLAGE","ADANA","FEKE","369","36.021393","37.749455"
"BAĞDATLI","VILLAGE","ADANA","FEKE","120","35.846722","37.915857"
"BAHÇECİK","VILLAGE","ADANA","FEKE","499","35.738121","37.984288"
"ÇANDIRLAR","VILLAGE","ADANA","FEKE","626","35.750407","37.877312"
"ÇÜRÜKLER","VILLAGE","ADANA","FEKE","161","35.977894","37.884769"
"DEĞİRMENCİUŞAĞI","VILLAGE","ADANA","FEKE","163","35.772867","37.832624"
"GEDİKLİ","VILLAGE","ADANA","FEKE","675","35.923224","38.026519"
"GÖBELLİ","VILLAGE","ADANA","FEKE","276","35.952159","37.907156"
"GÜRÜMZE","VILLAGE","ADANA","FEKE","754","35.805317","37.988058"
"GÜZPINARI","VILLAGE","ADANA","FEKE","537","35.895138","37.963848"
"HIDIRUŞAĞI","VILLAGE","ADANA","FEKE","274","35.773475","37.878856"
"İNCİRCİ","VILLAGE","ADANA","FEKE","646","35.991137","37.749902"
"KAŞALTI","VILLAGE","ADANA","FEKE","159","35.976149","37.727676"
"KAYADİBİ","VILLAGE","ADANA","FEKE","151","35.775274","37.77182"
"KIRIKUŞAĞI","VILLAGE","ADANA","FEKE","574","35.987154","37.783558"
"KISACIKLI","VILLAGE","ADANA","FEKE","357","35.829584","37.768324"
"KIZILYER","VILLAGE","ADANA","FEKE","233","35.904387","37.885316"
"KOÇYAZI","VILLAGE","ADANA","FEKE","243","35.796967","37.721687"
"KONAKKURAN","VILLAGE","ADANA","FEKE","644","35.728575","37.722911"
"OLUCAK","VILLAGE","ADANA","FEKE","201","35.876739","37.884343"
"PAŞALI","VILLAGE","ADANA","FEKE","1236","36.002043","37.772008"
"SÜPHANDERE","VILLAGE","ADANA","FEKE","555","35.845518","37.937526"
"TENKERLİ","VILLAGE","ADANA","FEKE","298","35.96185","37.755205"
"TOKMANAKLI","VILLAGE","ADANA","FEKE","463","36.01887","37.706472"
"TORTULU","VILLAGE","ADANA","FEKE","289","35.818445","37.813652"
"UĞURLUBAĞ","VILLAGE","ADANA","FEKE","158","35.932838","37.727933"
"YAYLAPINAR","VILLAGE","ADANA","FEKE","156","35.830055","37.889606"
"YEREBAKAN","VILLAGE","ADANA","FEKE","208","35.841929","37.818996"
"KOVUKÇINAR","VILLAGE","ADANA","FEKE","384","36.003632","37.813382"
"MANSURLU","SUBDISTRICT","ADANA","FEKE","595","35.653399","37.844232"
"ÇONDU","VILLAGE","ADANA","FEKE","236","35.662355","37.914436"
"GÖRBEYAZ","VILLAGE","ADANA","FEKE","348","35.670106","37.773351"
"KALEYÜZÜ","VILLAGE","ADANA","FEKE","503","35.708917","37.833201"
